"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Paip1",1450.6826386614,-0.00398993630545319,0.0639805528215495,-0.062361704135031,0.950274791247025,0.983426435500304
"Shisa6",2.04877543434721,0.0697150021354291,1.11946865245122,0.0622750820067889,0.950343771630129,0.983441670613536
"Insig2",1840.4672559517,-0.0104789969878734,0.170237149846051,-0.0615552891795347,0.95091698344704,0.983686973643423
"Canx",9711.2832632608,0.00641456914000741,0.104618200343704,0.0613140841548938,0.951109074372697,0.983686973643423
"Trabd",7471.74887983409,-0.0112679225984719,0.184125625726951,-0.0611969276627562,0.951202376518729,0.983686973643423
"Snai2",217.542971185432,-0.013605814195581,0.221491376313755,-0.0614281893138249,0.951018202919232,0.983686973643423
"Ccdc116",26.8521812906752,0.0132353352398824,0.214360817177979,0.0617432579989343,0.950767290762279,0.983686973643423
"Ufd1l",1343.94920900599,-0.00553937484534952,0.0904105325010339,-0.0612691319486054,0.95114487373783,0.983686973643423
"Phldb2",1166.26583103862,0.0169038539470309,0.275256053387688,0.0614113794737238,0.951031589956727,0.983686973643423
"1700102H20Rik",15.7649876668311,-0.0180129045053136,0.294522829215138,-0.0611596206423639,0.951232087561284,0.983686973643423
"Oaz3",13.2928974135251,-0.0151326767933018,0.246836039275108,-0.0613065937929583,0.951115039594789,0.983686973643423
"Gnpda2",407.127967482848,-0.0106705151049716,0.173567763244804,-0.0614775169391429,0.950978919414806,0.983686973643423
"Rilpl2",422.141091807673,0.00859287002500846,0.140064299582537,0.0613494662852677,0.951080896563649,0.983686973643423
"Mad1l1",856.555385230166,0.00852183136840054,0.139048768014594,0.0612866369841273,0.951130932938542,0.983686973643423
"Rgs2",688.468479825223,0.0201141222385348,0.330708323414906,0.0608213365506971,0.951501497666596,0.983741066978897
"Trap1",2340.37318734949,-0.00564452582297948,0.0928048972982095,-0.0608214220079567,0.951501429607567,0.983741066978897
"Mylk",3968.36775590712,0.0174448353858084,0.286734326364952,0.0608397174030877,0.951486858977488,0.983741066978897
"Cpa1",6294.18704109099,0.0154966599885486,0.2542191454883,0.0609578793083536,0.951392754081252,0.983741066978897
"Tpsg1",2.03049891762055,0.0625969015072007,1.03117914479127,0.0607041965728189,0.951594789465312,0.98374390179431
"Ccdc63",0.901422104175929,-0.0697897268172834,1.15009712779728,-0.0606815938675964,0.951612790629498,0.98374390179431
"Mapk13",1419.0814068435,0.0172828880428976,0.285860498007377,0.0604591685922677,0.951789935072819,0.983870912124721
"Tmco1",2093.66486265534,0.00621458863796382,0.103625841827736,0.0599714176343653,0.952178399126706,0.983896904289873
"Aloxe3",33.4136455835071,-0.0193440565558796,0.322966361065986,-0.0598949577659805,0.952239295806882,0.983896904289873
"Pnpo",1214.95818716,-0.00856752297357873,0.142708699138293,-0.0600350435909749,0.952127724265004,0.983896904289873
"Gorasp2",8886.3967938448,-0.00879896437048812,0.146937569695442,-0.0598823322634624,0.952249351451197,0.983896904289873
"Mira",1.04338800435677,0.0935241649994058,1.55129937935218,0.0602876312878183,0.951926552830183,0.983896904289873
"Klrc3",2.82648308457163,-0.0333705567884798,0.554238807107906,-0.0602097080906549,0.951988613806198,0.983896904289873
"Tm7sf3",1103.07999101801,-0.0133993722359675,0.222481529420037,-0.0602268973559146,0.951974923601364,0.983896904289873
"Ech1",3174.39921204861,0.0136518193483368,0.227161601494,0.0600973899574193,0.952078068720021,0.983896904289873
"Lrrc18",3.45914288756249,0.0423350235008492,0.709763566147181,0.0596466563233965,0.952437058120328,0.983922580702818
"Kcne1",3100.11388664805,0.048083324104088,0.804559735847419,0.0597635227836045,0.952343978224885,0.983922580702818
"C1qa",2267.25267836843,-0.0133711909875052,0.223948090326021,-0.0597066533054139,0.952389272619817,0.983922580702818
"1700003D09Rik",148.815703197268,0.0156891481201291,0.26382544930192,0.0594679101718293,0.95257942419952,0.983974518845429
"Faim2",197.678471660179,-0.0301739058176485,0.507574794702471,-0.0594472108004018,0.952595910741006,0.983974518845429
"Gm12185",17.1705465307373,0.0402037156948359,0.677350416955735,0.0593543824414051,0.952669846500811,0.983994812390426
"Trim16",832.054931914215,0.0221270150666617,0.375789323551595,0.0588814361662506,0.953046544187363,0.984072874204843
"Ipo5",3064.26909970532,-0.00656965261989745,0.111276581327391,-0.0590389508873268,0.952921083882182,0.984072874204843
"Epb4.1",3907.02905444492,0.00579027903966817,0.0983809443603114,0.0588556968762344,0.953067045614746,0.984072874204843
"Exosc5",954.507343152307,-0.00466210808185552,0.0788606528657995,-0.0591183044070055,0.952857879331227,0.984072874204843
"4930444A02Rik",560.093736576126,-0.00756051225303313,0.128469805897697,-0.0588504995411428,0.953071185312652,0.984072874204843
"Isyna1",1435.00404125284,-0.00853316155071037,0.144508026587415,-0.0590497410574529,0.952912489565996,0.984072874204843
"Mep1a",1.29356309338051,-0.083331755423835,1.42402924841753,-0.058518289225055,0.953335794762365,0.984233953068345
"Lamb2",2427.07045962207,0.00990823788198559,0.169274591725054,0.0585335210737304,0.953323662301824,0.984233953068345
"Dph1",320.282576682847,0.00531127332635159,0.0917875914995378,0.0578648294347971,0.953856298205027,0.984683459808652
"Rpl23",9580.37078825731,0.00909886329361084,0.158106946320323,0.0575487890024556,0.95410804247263,0.984683459808652
"Psma6",2900.29212952991,0.00571009528840506,0.0994338783756007,0.0574260541948871,0.954205808997471,0.984683459808652
"Olig1",8.057639608436,-0.0421791439144083,0.730808065866898,-0.0577157613392987,0.953975038890965,0.984683459808652
"AI747448",33.2048814622241,-0.0407857439890613,0.709510503358766,-0.0574843413818186,0.954159379248828,0.984683459808652
"Zdhhc4",655.697940637269,-0.00317713886537328,0.0552266931555585,-0.057529044087868,0.954123770577842,0.984683459808652
"Adam9",6170.00256420517,0.023624205975458,0.408490872816953,0.0578328857449016,0.953881742971038,0.984683459808652
"Atxn1l",973.534225450263,-0.00515680141920645,0.0895477659722323,-0.0575871587997574,0.954077478491359,0.984683459808652
"Wdr72",326.234843572169,-0.0224984613852532,0.392991331291155,-0.0572492561383873,0.954346641745231,0.98477272312168
"Prmt2",524.149680811383,0.01027992386119,0.180319763128994,0.0570094130715783,0.954537696791273,0.984782408362479
"Btnl5",5.86195734207228,0.0611692041448006,1.07126764808562,0.0570998333181361,0.954465669201229,0.984782408362479
"Tprn",415.415176252494,-0.00979098647273829,0.171426033212123,-0.0571149334163436,0.954453640696004,0.984782408362479
"Rbm33",1890.62872209721,-0.00557929133730521,0.0980604681543175,-0.0568964379052841,0.954627691858138,0.984782408362479
"Tle3",2133.21470207877,0.00804928102853631,0.141354830226139,0.0569437989183612,0.954589964403142,0.984782408362479
"Zmiz2",2259.32819222216,-0.00975321805208378,0.1721242986566,-0.0566638070755026,0.954813005440415,0.984917518843977
"Itm2c",6327.65752697269,0.00952796364213714,0.169823001199279,0.0561052600345729,0.95525795363949,0.985040132543424
"Sertad2",1116.92365441214,0.00535581983575509,0.0953229214012432,0.0561860647683133,0.955193582329996,0.985040132543424
"Itga1",509.060527911615,0.00705105724706041,0.125471828227708,0.0561963378286322,0.955185398543932,0.985040132543424
"Zhx2",934.153580410555,-0.00702511965851941,0.12511001701387,-0.0561515362733953,0.955221088658429,0.985040132543424
"Psenen",1842.35343292852,-0.00602823898349024,0.107044909292969,-0.0563150459307849,0.955090832936513,0.985040132543424
"Ntf5",128.506718168249,0.0112134938533955,0.199668648243952,0.0561605136911378,0.955213937000684,0.985040132543424
"Trim65",516.902390597326,-0.010327266306549,0.185629150826246,-0.0556338606333206,0.955633489382553,0.985147426066655
"Endov",567.881261458361,0.00347961365842263,0.0624238850247857,0.0557417029882238,0.95554757694872,0.985147426066655
"9330111N05Rik",1.05416403127043,0.0513196830523516,0.91950346624312,0.0558123867243611,0.955491267147242,0.985147426066655
"Mbl2",69.7144166739264,-0.0131574219082841,0.23560499623961,-0.0558452584549735,0.955465080143297,0.985147426066655
"Smpd3",94.452657956803,0.0217011205333142,0.390072820968909,0.0556335108901213,0.955633768005734,0.985147426066655
"Cyp3a57",8.26638459392659,-0.0284441930900404,0.513424748755825,-0.0554008998572212,0.955819078957967,0.985282420867494
"Usp43",591.419353747042,0.0125019490005415,0.226668030289632,0.0551553255417923,0.956014719776964,0.985428047995762
"Ccdc8",76.460570407248,0.00838463814078179,0.152213378427072,0.0550847647389879,0.95607093369211,0.985429950137588
"Glt8d1",771.910668473464,0.00967078214138377,0.175810066799241,0.0550069874691927,0.956132897027742,0.985437777699751
"Tsc22d3",1222.08073599343,-0.0185817756974484,0.339698805049809,-0.0547007390700825,0.956376880553286,0.985633192700762
"Acot9",440.300125576484,0.00776508626254711,0.142301112581755,0.0545679940350845,0.956482637811154,0.985686138863268
"Higd1a",1308.85521183107,-0.0140370726667623,0.258424852629879,-0.0543178124081837,0.956681958253281,0.985835493395913
"Ccdc152",16.7232803420342,0.016465432153546,0.305383196655459,0.0539172827250307,0.957001067070751,0.985899924209636
"Anks3",885.491801711504,0.00370420892657046,0.0687263194612366,0.0538979674105745,0.957016456085205,0.985899924209636
"Gng11",125.287415577906,-0.0180935234147361,0.335650855335794,-0.0539057867039692,0.957010226248428,0.985899924209636
"Rps17",10350.4386009659,0.00845760484245095,0.156207034333244,0.0541435594021199,0.956820787739657,0.985899924209636
"Mogat2",11.9591890225851,0.0592295282436069,1.09710071028555,0.0539873210256063,0.956945265865691,0.985899924209636
"Spag6",2.3941557321028,-0.0742803132920937,1.38608085816127,-0.0535901732245488,0.95726168589334,0.986074517937044
"Gpr162",154.707393712928,-0.011026090774005,0.205907787249462,-0.0535486827443132,0.957294743041116,0.986074517937044
"Snhg7",165.087072028039,0.00727154452030555,0.13635289925095,0.0533288588673329,0.957469886860382,0.986198880453738
"9930104L06Rik",373.888658624718,-0.00471406119100519,0.0888624622049905,-0.0530489598648601,0.957692898272754,0.986287091913468
"Utp3",1071.42913528555,-0.0048605943417658,0.0916184256440736,-0.0530525853025309,0.957690009659705,0.986287091913468
"Pof1b",611.393341289374,0.0175976346409486,0.332355765906916,0.0529481851862238,0.957773191987253,0.986287091913468
"Gla",260.248978923374,0.00904592893227615,0.170776726409154,0.0529693309063878,0.957756343786666,0.986287091913468
"Wscd1",23.1193058319214,0.0191537611082599,0.362895224746921,0.0527804165007064,0.957906865116741,0.986315491841974
"Igf1r",1822.67965383964,-0.00981026912733647,0.185881604022837,-0.0527769769306015,0.957909605676925,0.986315491841974
"Man2b2",1295.06769887113,-0.00767011175391279,0.145719063260454,-0.0526362960500471,0.958021696977019,0.98637487262602
"Adam11",260.774475401151,0.0169064807718487,0.322707186966196,0.0523895390455612,0.958218309303978,0.986382665092682
"Nek9",2565.05300859675,0.00301317021623032,0.0576001752810714,0.0523118237319065,0.958280232241891,0.986382665092682
"Carhsp1",4082.60948395975,-0.00969183357461883,0.185482594603444,-0.0522519840491754,0.95832791219218,0.986382665092682
"Telo2",542.934935380112,0.00416006751875088,0.0793625274731869,0.0524185361933739,0.958195204673995,0.986382665092682
"Spire1",1693.35859347977,0.0266876338667607,0.51176034601018,0.0521486943543489,0.958410213238467,0.986382665092682
"Gabra2",2.16665601038344,-0.0594329453163444,1.13868228383354,-0.0521944937232666,0.958373720327502,0.986382665092682
"Zfpm1",380.349731647292,-0.0122441269199802,0.234763762881324,-0.0521550974038943,0.958405111287008,0.986382665092682
"Chdh",1826.23666843257,-0.011301240212831,0.217449645051969,-0.0519717574619635,0.958551197271251,0.986415741244616
"Tox3",204.824492025493,-0.0236047183931689,0.453600651221021,-0.0520385460859212,0.958497979672498,0.986415741244616
"Grm6",5.3198035512988,-0.0532583805404569,1.0294804128285,-0.0517332626019854,0.958741232992723,0.986443281561824
"Mkx",426.736632224394,-0.0129334209481072,0.249678044605328,-0.0518003934569073,0.958687742040722,0.986443281561824
"Numa1",4848.60568932348,0.00494431322269125,0.095541477105793,0.0517504373228018,0.958727547879437,0.986443281561824
"Nhej1",48.0984098856036,0.008984988135281,0.174424009377144,0.0515123357579371,0.958917272389082,0.986456414214888
"Plekhf1",870.829036297113,0.00837353433727963,0.16219546262334,0.0516261934942358,0.958826547775473,0.986456414214888
"Nono",4956.86583206744,-0.00328125287911232,0.0636350804527028,-0.0515635849875468,0.958876435690488,0.986456414214888
"Cers2",3309.50368441833,-0.00240611850362858,0.0468564882882892,-0.0513508073593715,0.959045983058511,0.98653282877046
"Stx19",48.4194117400601,0.0307065977947733,0.601513389407851,0.0510489015464841,0.95928655351906,0.986565335724954
"Pigt",3203.83355142292,-0.00602787190590596,0.117819942661711,-0.0511617283944314,0.95919664820103,0.986565335724954
"Spo11",5.79143775446561,0.0381037238495439,0.745347214292687,0.0511221121094593,0.959228216113284,0.986565335724954
"Atp6v0b",5124.0314520836,-0.00594394647373525,0.116617470380782,-0.0509696056202124,0.95934974025668,0.986565335724954
"Foxr1",1.01755795950187,-0.0785479541846038,1.53940572896731,-0.0510248550505892,0.959305714875223,0.986565335724954
"Hcn3",33.3570448657657,-0.0177009003304218,0.349016707943602,-0.050716484132565,0.959551441114699,0.986716774662653
"Lrtm1",12.1800887941756,-0.0220225209462097,0.436630112051503,-0.0504374763406423,0.959773772576189,0.986833425683198
"Ap5m1",435.521519789091,0.00398176503811213,0.0788833041197394,0.0504766513338246,0.95974255521764,0.986833425683198
"Mrpl13",1096.10052181227,0.00588246171567304,0.117257137037147,0.0501671954843099,0.959989152834411,0.986943225175028
"Hes2",3.38825175769018,0.0410606103542758,0.818481698357219,0.0501668032855089,0.959989465370248,0.986943225175028
"Dym",1100.81974878528,-0.00669346193473866,0.134225495050681,-0.0498672918450501,0.960228142187185,0.987049989426194
"Dok4",225.366704653871,-0.00564583073828174,0.113298496545777,-0.0498314709410164,0.960256687644252,0.987049989426194
"Sidt2",5541.64896368012,-0.00523025213423464,0.104877922771197,-0.0498699058489651,0.960226059105615,0.987049989426194
"Fert2",446.964921315254,-0.00672482326454053,0.135487092476017,-0.0496344200886215,0.960413717160965,0.987114587110168
"Gata6",60.6638654846233,0.0245633816657201,0.495070503433394,0.0496159264092065,0.960428454824155,0.987114587110168
"Ggt1",449.703223865379,-0.0172930963025012,0.350710507297755,-0.0493087487904071,0.960673247474028,0.987285132667601
"Phospho1",312.949913998481,0.0295359688517678,0.59945951927651,0.0492709981274713,0.960703331578398,0.987285132667601
"Ttc7",2291.36424584763,0.0159927062374683,0.325205454049027,0.049177238691259,0.960778050207962,0.987305939450011
"Zfp354c",127.371992691633,0.00891508110999605,0.183385083996296,0.048613992565372,0.9612269186958,0.987370928871906
"Fam83f",192.764725139083,0.0131235760922638,0.268274527898882,0.0489184575033913,0.960984279510533,0.987370928871906
"Olfr110",0.813418853878399,0.0539362504618077,1.10175744453634,0.0489547411086532,0.96095536402609,0.987370928871906
"Astl",1.28029343541348,0.0514164714498999,1.05434760218701,0.0487661482259245,0.961105659864294,0.987370928871906
"Chd6",2321.80337481826,-0.0118068356209184,0.242224757392262,-0.0487433066216193,0.961123863179997,0.987370928871906
"Wdr47",279.873184619887,0.0056592355538985,0.116067317208886,0.0487582179892516,0.961111979759664,0.987370928871906
"Lipt2",163.715048284405,0.00782967961089791,0.160842553935216,0.0486791549831491,0.961174988091693,0.987370928871906
"Zbtb38",378.185205013647,-0.00723948592922144,0.149110870479531,-0.0485510272050571,0.96127709853096,0.987370928871906
"4930483J18Rik",1.73857430472372,0.0459751631813412,0.949365396413356,0.0484272582032509,0.96137573588044,0.987416286781491
"Prkaa1",766.545536431012,0.00390467017953202,0.0807553201350717,0.0483518630475498,0.961435822122465,0.98742204646247
"Gpr152",4.10272145175731,0.0393222976656364,0.814613857383362,0.0482710885767944,0.961500195657845,0.987432208413986
"Snord23",1.27831334450008,-0.0395209884869525,0.820346101807434,-0.0481759935225847,0.961575982360763,0.987454089534778
"Adig",38.0524556933928,0.021838176221592,0.454038790939028,0.0480976001553236,0.961638458792537,0.987462300471063
"Amer2",91.1543629655163,0.0265483177328303,0.558175334637944,0.0475626852090313,0.962064771243142,0.987605015241702
